0 0 0 0 0
1 0 0 0 0
2 0 0 0 0
3 0 0 0 0
4 0 0 0 0
5 0 0 4 0
6 0 1 0 0
7 0 0 0 0
8 0 0 0 0
9 0 0 0 1
10 0 0 0 0
11 0 0 0 1
12 0 0 0 2
13 0 0 0 1
14 0 0 0 0
15 0 0 0 0
16 0 0 0 0
17 0 0 0 0
18 0 0 0 0
19 2 0 0 0
20 1 0 0 0
21 1 0 0 0
22 0 0 0 0
23 2 0 0 0
24 0 1 1 0
25 0 0 1 0
26 1 1 0 0
27 1 0 0 0
28 1 1 0 1
29 0 0 0 0
30 1 0 0 1
31 0 0 1 1
32 0 1 1 1
33 0 0 0 0
34 0 0 0 0
35 0 0 1 1
36 0 0 0 1
37 2 1 0 0
38 1 0 0 1
39 1 0 0 1
40 2 0 0 0
41 1 0 0 1
42 0 1 0 1
43 0 0 0 0
44 2 0 0 0
45 2 0 0 0
46 0 1 0 1
47 1 2 0 0
48 4 0 1 0
49 4 1 3 0
50 1 2 0 0
51 2 0 0 0
52 1 0 0 0
53 1 3 1 4
54 0 2 2 3
55 1 1 1 2
56 2 0 1 0
57 1 0 0 2
58 0 0 1 2
59 1 0 0 1
60 0 1 0 3
61 2 1 1 3
62 4 0 1 2
63 2 0 0 0
64 2 1 0 1
65 3 1 0 1
66 2 3 0 2
67 2 1 2 0
68 7 0 1 0
69 3 1 0 0
70 5 0 0 1
71 2 1 1 4
72 6 2 1 2
73 4 1 3 3
74 3 6 1 0
75 3 2 2 2
76 5 2 0 1
77 1 3 1 1
78 11 1 1 5
79 5 5 2 4
80 5 0 0 4
81 2 2 1 5
82 2 1 1 2
83 3 4 2 6
84 2 2 3 1
85 3 3 6 5
86 3 0 1 4
87 2 6 2 4
88 2 0 2 3
89 4 1 0 6
90 7 2 1 2
91 2 1 0 5
92 7 4 1 5
93 3 3 1 3
94 8 4 1 4
95 6 3 1 2
96 9 2 0 3
97 7 0 2 3
98 9 1 1 3
99 8 7 1 5
100 9 2 2 4
101 11 6 4 3
102 9 5 2 4
103 6 4 6 6
104 2 4 2 3
105 7 4 4 8
106 9 4 3 5
107 10 4 5 6
108 4 5 2 4
109 4 4 2 8
110 4 7 5 8
111 2 7 2 10
112 3 5 6 8
113 6 4 1 10
114 7 1 3 10
115 3 3 0 10
116 5 3 1 8
117 8 3 0 6
118 7 2 3 7
119 8 4 4 6
120 8 1 1 3
121 10 2 1 2
122 14 3 1 3
123 17 3 4 8
124 15 3 1 4
125 11 5 4 3
126 9 7 6 4
127 10 5 9 6
128 19 7 6 6
129 7 8 5 6
130 14 6 3 10
131 9 2 4 9
132 9 7 8 14
133 5 5 7 9
134 9 7 5 11
135 15 9 4 7
136 19 4 4 17
137 7 11 4 9
138 12 2 1 9
139 16 5 6 11
140 6 2 7 12
141 20 10 6 20
142 18 4 3 10
143 16 7 6 9
144 13 11 8 6
145 13 9 1 10
146 17 8 7 9
147 10 6 6 17
148 13 11 6 15
149 16 5 5 9
150 22 13 9 15
151 17 10 7 15
152 19 5 6 12
153 19 12 3 10
154 15 10 4 20
155 16 11 9 17
156 15 5 5 14
157 15 5 5 13
158 26 10 5 17
159 16 13 3 15
160 17 12 8 13
161 27 14 8 11
162 18 12 3 16
163 15 12 6 11
164 20 13 8 21
165 18 7 10 17
166 22 12 13 18
167 17 14 8 10
168 26 6 9 23
169 16 13 9 9
170 15 12 6 26
171 21 9 8 25
172 24 9 9 24
173 22 11 8 20
174 28 9 6 18
175 19 11 9 15
176 18 15 6 24
177 21 18 8 20
178 29 13 4 11
179 30 14 10 21
180 31 11 6 20
181 31 10 14 19
182 28 13 10 15
183 27 21 6 23
184 34 14 10 24
185 33 10 16 21
186 26 13 13 21
187 29 21 9 18
188 33 15 18 21
189 22 17 13 25
190 27 19 18 33
191 20 17 9 32
192 39 16 9 28
193 32 26 11 31
194 31 10 15 31
195 26 12 10 33
196 37 16 14 20
197 31 19 9 38
198 26 15 17 21
199 33 15 15 28
200 31 12 4 37
201 29 21 15 24
202 33 16 14 26
203 27 18 11 29
204 25 25 8 27
205 19 25 14 31
206 29 18 10 27
207 32 24 10 24
208 20 24 10 32
209 26 19 7 36
210 21 13 11 30
211 19 14 10 35
212 18 18 13 38
213 28 13 14 23
214 26 17 9 24
215 20 13 14 31
216 14 12 8 35
217 12 11 6 28
218 16 13 13 26
219 14 19 6 24
220 12 14 8 24
221 13 13 2 19
222 5 9 8 25
223 10 10 8 23
224 13 5 5 13
225 9 8 5 25
226 12 10 3 25
227 15 8 4 26
228 15 8 4 13
229 12 7 5 11
230 7 8 2 16
231 3 4 6 11
232 8 10 8 12
233 6 10 5 11
234 16 2 8 10
235 9 5 3 10
236 8 3 2 16
237 7 4 5 10
238 8 4 4 11
239 4 11 2 14
240 6 3 3 11
241 4 7 1 8
242 10 4 6 10
243 9 4 5 7
244 5 4 1 9
245 7 5 2 4
246 6 3 2 12
247 3 7 1 7
248 2 4 2 7
249 4 4 4 11
250 7 5 2 5
251 6 7 4 7
252 6 3 4 6
253 4 2 0 8
254 6 1 3 7
255 3 6 1 7
256 1 4 1 8
257 3 4 2 7
258 1 3 0 8
259 2 5 1 5
260 2 2 5 4
261 3 0 2 5
262 0 1 2 7
263 1 0 1 7
264 4 0 0 8
265 3 1 2 2
266 2 2 1 3
267 1 0 1 3
268 0 2 1 1
269 3 2 1 2
270 4 1 1 2
271 0 1 1 1
272 1 1 0 3
273 3 1 1 4
274 1 3 2 1
275 1 1 1 2
276 0 0 0 1
277 0 0 0 1
278 2 1 3 4
279 0 1 0 2
280 2 1 0 2
281 1 1 0 1
282 1 0 0 3
283 1 1 1 2
284 0 0 0 1
285 2 1 0 2
286 0 0 0 0
287 2 1 1 2
288 1 0 0 0
289 0 1 0 1
290 0 3 0 0
291 1 0 0 2
292 0 2 0 0
293 0 0 1 0
294 1 0 0 2
295 0 0 0 0
296 0 1 0 3
297 0 0 0 2
298 1 0 0 0
299 1 1 1 0
300 0 0 0 0
301 1 0 0 0
302 0 0 0 0
303 0 0 0 3
304 0 0 0 0
305 0 0 0 0
306 0 0 0 0
307 0 0 1 0
308 0 1 0 0
309 0 0 0 0
310 0 1 0 0
311 0 0 0 0
312 0 0 0 0
313 1 0 0 0
314 0 0 0 1
315 0 0 0 1
316 0 0 0 0
317 0 0 0 1
318 0 0 0 0
319 0 1 0 0
320 0 0 0 0
321 0 0 0 0
322 0 0 0 0
323 1 0 0 1
324 1 0 0 0
325 0 0 0 0
326 0 0 0 0
327 0 0 0 0
328 0 0 0 0
329 0 0 0 0
330 0 0 0 0
331 0 0 0 0
332 0 0 1 0
333 0 1 0 0
334 0 0 0 0
335 0 0 0 0
336 0 0 0 1
337 0 0 0 0
338 0 0 0 0
339 0 0 0 0
340 0 0 0 1
341 0 0 0 0
342 0 0 0 0
343 0 0 0 0
344 0 0 0 0
345 1 0 0 0
346 0 0 0 0
347 0 0 0 0
348 0 0 0 0
349 0 0 0 0
350 0 0 0 0
351 0 0 0 0
352 0 0 0 0
353 0 0 0 0
354 0 1 0 0
355 0 0 0 0
356 0 0 0 0
357 0 0 0 0
358 0 0 0 0
359 0 0 0 0
360 0 0 0 0
361 0 0 0 1
362 0 0 0 0
363 0 0 0 0
364 0 0 0 0
365 0 0 0 0
366 0 0 0 0
367 0 0 0 0
368 0 0 0 0
369 0 0 0 0
370 0 0 0 0
371 0 0 0 0
372 0 0 0 0
373 0 0 0 0
374 0 0 0 0
375 0 0 0 0
376 0 0 0 0
377 0 0 0 0
378 0 0 0 0
379 0 0 0 0
380 0 0 0 0
381 0 0 0 0
382 0 0 0 0
383 0 0 0 0
384 0 0 0 0
385 0 0 0 0
386 0 0 0 0
387 0 0 0 0
388 0 0 0 0
389 0 0 0 0
390 0 0 0 0
391 0 0 0 0
392 0 0 0 0
393 0 0 0 0
394 0 0 0 0
395 0 0 0 0
396 0 0 0 0
397 0 0 0 0
398 0 0 0 0
399 0 0 0 0
400 0 0 0 0
401 0 0 0 0
402 0 0 0 0
403 0 0 0 0
404 0 0 0 0
405 0 0 0 0
406 0 0 0 0
407 0 0 0 0
408 0 0 0 0
409 0 0 0 0
410 0 0 0 0
411 0 0 0 0
412 0 0 0 0
413 0 0 0 0
414 0 0 0 0
415 0 0 0 0
416 0 0 0 0
417 0 0 0 0
418 0 0 0 0
419 0 0 0 0
420 0 0 0 0
421 0 0 0 0
422 0 0 0 0
423 0 0 0 0
424 0 0 0 0
425 0 0 0 0
426 0 0 0 0
427 0 0 0 0
