0 0 0 0 0
1 0 0 0 0
2 0 0 0 0
3 0 0 0 0
4 0 0 0 0
5 0 0 2 0
6 0 0 0 0
7 0 0 0 0
8 0 0 0 0
9 0 2 1 2
10 0 0 0 0
11 0 0 0 0
12 0 0 0 0
13 0 0 0 2
14 0 0 0 0
15 0 0 0 0
16 0 0 0 1
17 0 0 0 0
18 0 0 0 0
19 0 0 0 0
20 0 0 0 0
21 2 0 0 0
22 1 0 0 0
23 2 0 0 0
24 0 0 0 0
25 1 0 0 0
26 5 0 1 0
27 0 0 1 0
28 1 0 1 0
29 1 0 0 0
30 0 1 0 1
31 0 2 0 1
32 1 1 0 1
33 0 0 0 0
34 1 0 0 1
35 1 2 2 0
36 0 0 0 1
37 2 2 0 0
38 3 1 0 2
39 1 0 1 2
40 0 1 0 0
41 1 0 0 0
42 0 1 1 2
43 1 1 0 0
44 2 0 0 3
45 2 0 0 2
46 1 1 0 2
47 0 2 0 0
48 0 2 0 0
49 0 0 1 0
50 1 0 0 1
51 2 0 0 2
52 3 0 0 1
53 3 1 0 2
54 1 2 0 0
55 2 1 1 1
56 1 1 0 0
57 0 1 1 1
58 1 2 0 0
59 1 0 0 2
60 0 2 0 1
61 1 1 0 3
62 1 0 1 2
63 2 2 0 0
64 2 2 0 0
65 2 1 0 2
66 1 0 0 0
67 1 0 0 2
68 2 2 0 1
69 2 0 0 1
70 2 1 0 2
71 2 1 1 1
72 3 0 1 2
73 0 3 1 0
74 0 2 1 0
75 3 1 0 2
76 1 1 1 2
77 1 1 2 1
78 2 0 1 3
79 2 1 0 1
80 2 1 0 3
81 1 0 1 3
82 1 0 0 1
83 3 1 2 2
84 3 0 1 2
85 2 0 1 0
86 1 1 1 1
87 1 0 0 0
88 3 1 1 1
89 2 3 0 0
90 6 2 0 5
91 1 1 0 1
92 0 1 2 3
93 2 1 2 2
94 2 2 0 2
95 3 3 1 0
96 3 1 1 2
97 1 1 0 2
98 5 1 0 3
99 2 1 2 2
100 3 2 0 3
101 3 0 0 0
102 1 2 0 3
103 4 4 0 2
104 3 1 0 2
105 4 4 2 1
106 2 0 0 3
107 2 0 4 4
108 2 4 0 0
109 1 1 0 3
110 4 5 0 1
111 2 0 1 2
112 3 1 1 7
113 3 2 3 1
114 6 2 0 5
115 5 4 2 2
116 4 1 1 0
117 5 0 0 7
118 6 2 1 1
119 4 1 2 4
120 4 2 3 3
121 4 3 3 2
122 4 3 2 4
123 4 1 5 3
124 5 1 0 2
125 4 2 1 4
126 4 2 0 3
127 4 3 0 9
128 5 3 2 2
129 2 3 3 4
130 4 2 3 4
131 3 5 2 3
132 2 2 2 4
133 2 3 2 2
134 12 2 2 3
135 6 4 0 4
136 9 1 2 6
137 10 1 1 6
138 7 1 1 8
139 6 4 4 3
140 11 3 4 5
141 12 1 3 2
142 7 5 2 3
143 9 7 3 3
144 9 4 1 8
145 10 6 6 3
146 10 5 2 9
147 10 3 5 7
148 5 6 1 5
149 11 4 6 7
150 10 7 5 7
151 9 2 7 10
152 12 3 5 9
153 7 3 3 8
154 8 11 0 7
155 11 6 3 12
156 12 8 3 9
157 15 4 4 10
158 8 6 4 8
159 16 5 5 8
160 7 5 6 11
161 17 10 3 11
162 15 7 7 5
163 22 2 4 8
164 12 8 8 10
165 9 3 3 17
166 11 7 4 11
167 15 8 4 9
168 9 14 5 9
169 14 5 4 9
170 20 4 9 11
171 18 5 7 18
172 21 10 9 15
173 13 7 7 7
174 16 7 6 12
175 18 8 6 12
176 16 9 7 15
177 23 8 6 12
178 16 5 5 15
179 21 10 8 17
180 19 10 8 22
181 20 9 7 13
182 20 16 4 11
183 21 14 6 15
184 27 8 9 19
185 31 13 7 15
186 24 15 10 12
187 18 9 7 19
188 22 20 8 13
189 30 8 9 25
190 24 16 13 23
191 28 20 8 18
192 25 8 8 25
193 34 19 7 20
194 23 22 5 26
195 29 16 4 29
196 21 14 14 19
197 23 15 11 22
198 25 18 12 23
199 18 15 9 19
200 26 18 11 24
201 25 10 9 22
202 15 17 15 29
203 22 9 13 30
204 20 14 7 26
205 11 16 9 19
206 18 14 8 28
207 10 12 4 27
208 17 9 12 20
209 11 12 8 27
210 12 11 5 24
211 12 11 5 18
212 13 9 6 24
213 8 11 11 21
214 12 3 3 19
215 15 5 13 17
216 13 2 8 15
217 13 12 6 21
218 4 9 5 12
219 12 14 0 15
220 14 10 4 12
221 3 9 4 14
222 10 6 4 17
223 7 5 2 12
224 9 11 5 16
225 12 5 4 13
226 5 5 4 11
227 3 5 3 10
228 6 2 4 18
229 13 7 5 11
230 8 3 2 10
231 6 5 1 9
232 9 4 2 9
233 7 5 3 7
234 1 5 7 5
235 5 3 5 8
236 6 5 3 12
237 2 6 3 6
238 6 7 4 7
239 5 2 1 4
240 5 3 1 10
241 6 3 3 10
242 4 3 0 15
243 1 2 3 5
244 2 5 2 6
245 5 4 2 6
246 5 1 3 3
247 4 3 1 5
248 4 0 1 6
249 5 2 1 2
250 2 3 3 6
251 1 1 3 7
252 2 2 2 5
253 1 1 0 1
254 3 5 1 5
255 0 2 1 3
256 3 2 0 4
257 4 2 1 3
258 1 3 0 5
259 2 4 0 2
260 3 0 0 1
261 2 1 2 4
262 0 0 2 7
263 2 0 0 5
264 0 2 0 1
265 0 1 1 1
266 3 3 1 0
267 1 0 1 0
268 1 1 1 4
269 1 1 2 1
270 2 0 0 2
271 0 2 0 3
272 1 1 0 2
273 1 0 0 4
274 2 0 0 0
275 1 0 1 1
276 1 0 0 1
277 2 1 1 0
278 1 0 2 2
279 0 2 1 1
280 1 0 0 0
281 1 0 0 0
282 2 1 0 2
283 1 2 1 1
284 1 0 1 2
285 2 1 1 1
286 0 0 0 2
287 0 0 0 1
288 1 1 0 1
289 3 0 0 2
290 1 0 2 2
291 0 2 1 1
292 0 0 0 1
293 2 0 0 0
294 0 2 1 1
295 1 0 1 0
296 2 0 0 0
297 1 0 1 1
298 0 0 1 4
299 1 0 0 0
300 0 0 0 0
301 0 2 0 3
302 0 2 1 2
303 0 0 0 0
304 1 0 1 0
305 0 0 0 0
306 3 0 0 1
307 1 0 0 0
308 0 1 0 3
309 0 0 0 2
310 1 0 0 0
311 1 0 0 0
312 0 0 0 0
313 0 1 0 0
314 0 0 0 0
315 0 1 2 1
316 0 1 0 0
317 0 0 0 0
318 0 0 0 0
319 0 1 0 1
320 0 1 0 2
321 0 0 0 0
322 0 0 0 2
323 0 0 0 0
324 0 0 0 0
325 1 0 0 0
326 0 0 0 1
327 1 0 0 1
328 1 0 0 0
329 1 0 0 0
330 1 0 0 0
331 1 0 0 0
332 1 0 0 0
333 1 0 0 0
334 0 2 0 0
335 1 0 0 0
336 0 2 0 0
337 0 1 1 0
338 0 1 0 0
339 0 1 0 0
340 1 1 0 0
341 0 0 0 4
342 1 0 0 0
343 1 0 0 2
344 1 0 0 1
345 1 0 0 1
346 0 0 0 1
347 0 1 0 0
348 0 1 0 0
349 0 0 2 0
350 0 0 1 0
351 0 0 0 0
352 0 0 0 1
353 0 0 0 1
354 0 0 0 2
355 0 0 0 0
356 0 0 0 1
357 0 0 0 0
358 0 0 0 0
359 0 0 0 0
360 0 0 0 0
361 0 0 0 0
362 0 0 0 0
363 0 0 0 0
364 0 0 0 0
365 0 0 0 0
366 0 0 0 0
367 0 0 0 0
368 0 0 0 0
369 0 0 0 0
370 0 0 0 0
371 0 0 0 0
372 0 0 0 0
373 0 0 0 0
374 0 0 0 0
375 0 0 0 0
376 0 0 0 0
377 0 0 0 0
378 0 0 0 0
379 0 0 0 0
380 0 0 0 0
381 0 0 0 0
382 0 0 0 0
383 0 0 0 0
384 0 0 0 0
385 0 0 0 0
386 0 0 0 0
387 0 0 0 0
388 0 0 0 0
389 0 0 0 0
390 0 0 0 0
391 0 0 0 0
392 0 0 0 0
393 0 0 0 0
394 0 0 0 0
395 0 0 0 0
396 0 0 0 0
397 0 0 0 0
398 0 0 0 0
399 0 0 0 0
400 0 0 0 0
401 0 0 0 0
402 0 0 0 0
403 0 0 0 0
404 0 0 0 0
405 0 0 0 0
406 0 0 0 0
407 0 0 0 0
408 0 0 0 0
409 0 0 0 0
410 0 0 0 0
411 0 0 0 0
412 0 0 0 0
413 0 0 0 0
414 0 0 0 0
415 0 0 0 0
416 0 0 0 0
417 0 0 0 0
418 0 0 0 0
419 0 0 0 0
420 0 0 0 0
421 0 0 0 0
422 0 0 0 0
423 0 0 0 0
424 0 0 0 0
425 0 0 0 0
426 0 0 0 0
427 0 0 0 0
