1 1 6 3 16 0 0 0 0
0 10 8 5 33 0 0 0 0
0 0 0 0 0 0 0 0 0
1 1 1 3 13 0 0 0 0
0 1 0 0 5 0 0 0 0
0 4 1 5 26 0 0 0 0
0 3 2 3 14 0 0 0 0
0 6 7 8 24 0 0 0 0
0 4 9 6 30 0 0 0 0
0 0 0 0 1 0 0 0 0
0 4 9 1 16 0 0 0 0
1 5 5 9 40 0 0 0 0
1 3 8 8 38 0 0 0 0
0 4 8 9 45 0 0 0 0
0 4 0 1 16 0 0 0 0
0 8 8 8 35 0 0 0 0
0 3 2 2 8 0 0 0 0
0 1 0 0 0 0 0 0 0
0 1 6 3 14 0 0 0 0
1 7 1 3 17 0 0 0 0
0 5 3 4 30 0 0 0 0
0 4 0 2 14 0 0 0 0
0 0 0 0 0 0 0 0 0
0 5 4 1 23 0 0 0 0
0 0 1 2 8 0 0 0 0
1 7 9 8 19 0 0 0 0
3 13 20 15 59 0 0 0 0
0 5 8 7 23 0 0 0 0
0 4 4 4 16 0 0 0 0
0 4 7 6 22 0 0 0 0
0 0 0 0 0 0 0 0 0
0 1 2 3 11 0 0 0 0
0 0 3 2 13 0 0 0 0
1 11 3 8 31 0 0 0 0
0 3 6 5 17 0 0 0 0
1 4 4 3 22 0 0 0 0
0 0 0 0 0 0 0 0 0
0 5 0 3 13 0 0 0 0
0 4 3 1 29 0 0 0 0
0 6 5 11 37 0 0 0 0
0 0 0 0 0 0 0 0 0
1 7 5 3 33 0 0 0 0
3 10 11 8 54 0 0 0 0
0 1 0 0 10 0 0 0 0
0 0 0 0 0 0 0 0 0
1 5 4 2 16 0 0 0 0
1 3 2 3 15 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 1 1 0 0 0 0
1 2 2 5 35 0 0 0 0
0 0 0 1 3 0 0 0 0
0 3 2 2 11 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 2 9 0 0 0 0
0 0 0 0 0 0 0 0 0
0 2 4 4 20 0 0 0 0
0 0 0 0 0 0 0 0 0
0 1 2 0 7 0 0 0 0
2 8 5 6 31 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 1 3 0 0 0 0
0 3 2 1 13 0 0 0 0
0 0 0 0 0 0 0 0 0
1 5 8 6 37 0 0 0 0
0 4 3 3 35 0 0 0 0
0 9 17 13 52 0 0 0 0
0 3 11 7 25 0 0 0 0
0 0 0 1 0 0 0 0 0
0 0 0 0 2 0 0 0 0
0 0 3 0 7 0 0 0 0
0 0 0 0 0 0 0 0 0
2 10 14 8 44 0 0 0 0
0 3 5 3 17 0 0 0 0
0 0 0 1 1 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 1 1 3 9 0 0 0 0
0 2 9 7 36 0 0 0 0
1 6 5 4 26 0 0 0 0
0 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 1 0 2 0 0 0 0
0 0 0 0 0 0 0 0 0
0 4 6 2 17 0 0 0 0
0 7 7 9 39 0 0 0 0
0 3 2 1 14 0 0 0 0
0 4 4 8 25 0 0 0 0
0 0 0 1 0 0 0 0 0
1 5 7 4 31 0 0 0 0
1 1 2 0 13 0 0 0 0
0 0 0 2 2 0 0 0 0
0 5 3 1 18 0 0 0 0
0 3 7 5 35 0 0 0 0
1 3 3 2 11 0 0 0 0
0 7 3 2 25 0 0 0 0
0 0 1 1 8 0 0 0 0
1 3 6 6 20 0 0 0 0
0 7 7 11 47 0 0 0 0
0 5 7 2 16 0 0 0 0
0 0 2 0 13 0 0 0 0
0 1 4 2 16 0 0 0 0
0 4 6 7 25 0 0 0 0
0 0 0 0 0 0 0 0 0
0 8 10 6 45 0 0 0 0
0 3 1 1 20 0 0 0 0
0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 10 3 7 17 0 0 0 0
1 11 4 6 36 0 0 0 0
0 1 11 3 22 0 0 0 0
0 0 0 0 0 0 0 0 0
0 2 1 3 14 0 0 0 0
0 2 4 2 17 0 0 0 0
0 0 0 0 1 0 0 0 0
0 0 2 0 10 0 0 0 0
0 4 1 3 13 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 2 1 1 13 0 0 0 0
0 1 0 0 2 0 0 0 0
0 4 9 1 19 0 0 0 0
0 6 3 4 24 0 0 0 0
0 0 0 0 0 0 0 0 0
1 6 5 9 39 0 0 0 0
