0 1 0
0 0 0
0 0 0
0 4 0
0 17 1
0 0 0
0 15 0
0 8 0
1 7 0
0 3 0
0 2 0
0 0 0
0 13 0
0 0 0
2 14 1
0 27 1
0 1 0
0 0 0
0 9 0
0 0 0
1 35 1
0 1 0
1 33 0
0 32 2
1 35 3
1 18 1
0 4 0
0 0 0
0 4 0
1 8 0
0 3 0
0 7 0
0 0 0
0 24 1
0 1 0
1 18 0
0 1 0
0 9 1
0 16 3
0 17 0
0 10 0
0 11 2
0 6 1
0 19 0
0 22 1
0 2 0
0 9 0
0 4 0
0 1 0
2 29 0
0 0 0
0 14 1
0 0 0
0 0 0
0 0 0
0 9 0
1 2 0
0 0 0
0 17 1
0 27 2
0 17 1
2 23 0
0 11 0
0 10 0
0 8 1
0 6 0
0 10 1
0 1 0
0 10 1
0 7 0
0 0 0
0 5 1
0 16 0
1 19 0
0 3 0
1 8 0
0 22 0
0 4 0
0 0 0
0 10 0
0 5 0
0 12 1
0 14 1
0 0 0
0 10 1
1 20 0
1 13 2
0 8 1
0 0 0
0 6 0
0 2 0
0 2 0
0 21 3
0 30 1
0 7 0
0 2 0
0 7 0
0 0 0
0 0 0
0 7 0
0 17 1
0 0 0
0 0 0
0 5 0
0 5 0
1 7 0
0 0 0
0 18 1
0 7 0
0 0 0
0 1 0
0 9 0
0 4 0
0 1 0
0 0 0
0 0 0
0 1 0
1 3 0
0 8 0
1 10 1
0 12 0
1 15 1
1 17 1
0 6 0
1 18 0
1 6 0
0 6 1
0 4 0
1 12 0
0 7 1
0 6 0
0 0 0
0 16 2
0 6 0
0 0 0
1 28 1
0 30 0
0 0 0
1 17 0
0 0 0
0 8 0
0 5 0
0 0 0
0 0 0
2 38 2
0 18 0
0 0 0
0 1 0
1 17 0
1 26 1
1 17 0
0 6 1
0 19 0
0 0 0
1 22 1
1 10 0
0 0 0
0 3 0
0 0 0
0 9 0
0 2 0
0 4 0
0 3 0
0 0 0
0 12 1
0 12 2
0 28 1
0 6 0
0 0 0
0 0 0
0 12 1
0 17 0
0 3 0
0 0 0
1 15 2
0 0 0
1 18 2
0 3 0
0 11 0
0 1 0
0 0 0
1 15 0
0 9 0
0 0 0
1 22 1
0 21 0
1 19 3
0 8 0
0 19 0
2 23 0
0 1 0
2 17 1
0 37 1
0 0 0
0 1 0
0 3 1
0 0 0
0 1 0
0 0 0
0 6 1
0 7 0
0 1 0
0 23 0
0 16 0
1 7 0
0 15 0
0 5 0
1 16 0
0 13 0
0 1 0
0 0 0
0 4 0
0 0 0
0 0 0
0 16 2
0 7 1
0 1 0
0 0 0
0 23 1
0 26 0
1 35 3
0 0 0
0 0 0
0 5 0
0 2 0
0 11 0
0 2 0
0 9 2
0 14 0
0 2 0
0 21 0
2 27 3
0 2 0
0 0 0
0 15 0
0 4 0
0 0 0
0 12 2
1 11 0
1 10 0
0 9 0
0 10 0
0 0 0
0 1 1
0 0 0
1 27 1
0 2 0
0 0 0
1 19 2
2 15 2
0 0 0
0 20 0
1 4 0
0 7 0
0 0 0
2 36 1
0 8 0
0 3 0
0 2 0
0 3 0
0 0 0
0 5 0
0 12 0
0 6 0
1 10 0
0 2 0
0 7 0
0 11 0
0 14 0
0 0 0
0 0 0
1 10 1
1 20 1
0 5 0
0 11 1
3 13 0
0 0 0
1 20 1
0 27 1
0 8 0
0 2 0
0 0 0
0 0 0
1 1 1
0 18 1
0 0 1
0 1 0
0 6 0
0 0 0
0 1 0
0 3 0
1 22 1
0 13 0
0 0 0
0 0 0
4 31 1
0 9 0
1 26 0
0 10 1
0 8 0
1 23 1
0 0 0
1 16 0
0 11 0
0 0 0
0 0 0
0 10 0
0 16 0
0 28 0
2 26 1
0 10 0
0 1 0
0 7 1
0 0 0
0 25 2
0 5 0
0 1 0
0 26 4
0 26 2
0 26 0
0 1 0
0 7 0
0 7 1
0 9 0
0 7 1
1 12 2
0 26 2
0 4 0
0 18 1
0 6 0
0 0 0
0 0 0
0 18 1
0 0 0
0 17 0
1 11 0
0 11 0
0 2 0
0 5 0
0 0 0
0 0 0
0 15 0
0 0 0
0 0 0
1 10 1
0 7 0
0 7 1
0 4 0
1 14 0
0 6 0
0 0 0
0 0 0
0 0 0
0 0 0
1 14 0
1 34 1
1 13 0
0 0 0
0 6 0
1 30 0
0 1 0
1 21 1
0 1 0
0 15 0
0 6 0
2 19 2
0 0 0
0 0 0
1 14 1
0 0 0
0 2 0
0 2 0
0 17 0
0 0 0
0 3 0
0 1 0
0 0 0
0 6 2
0 2 0
0 1 0
0 18 0
0 5 0
0 0 0
0 1 0
0 13 2
0 4 0
0 6 0
0 15 0
0 4 0
0 0 0
0 0 0
0 15 0
0 10 0
1 38 2
1 22 1
0 25 0
0 15 0
0 2 0
2 7 0
0 20 0
0 2 0
0 4 0
0 12 0
0 1 0
0 7 0
0 5 0
0 1 0
1 23 0
0 15 0
0 5 0
0 0 0
0 2 0
0 14 0
0 0 0
0 0 0
0 20 1
0 0 0
0 0 0
2 37 1
0 7 0
0 12 0
0 0 0
0 8 0
0 0 0
0 0 0
0 4 0
0 0 0
1 5 0
3 18 0
0 4 0
0 0 0
3 25 3
0 0 0
0 23 0
0 18 2
0 0 0
0 8 0
0 7 0
0 0 0
0 2 1
0 0 0
0 0 0
0 11 0
0 3 0
0 2 0
0 9 2
0 24 1
0 3 0
0 30 3
1 3 0
1 16 0
0 26 1
0 1 0
0 1 0
0 13 0
0 0 0
0 11 1
0 17 0
1 24 2
0 3 0
0 9 0
0 12 0
0 5 0
0 32 2
0 0 0
0 8 1
0 0 0
0 39 1
0 1 0
0 29 2
0 7 2
0 0 0
0 5 0
0 0 0
1 25 1
0 4 0
0 5 0
0 10 0
1 8 0
0 1 0
0 1 0
0 24 2
0 0 0
0 0 0
0 17 1
0 1 0
0 24 2
1 35 0
0 0 0
1 18 0
0 0 0
0 0 0
0 0 0
0 5 0
0 27 1
0 1 0
0 0 0
1 2 0
0 0 0
0 0 0
