0 0 0 0 0 1161 377 1153 373
0 0 1 0 0 1086 382 1083 377
0 0 0 0 0 1079 384 1075 380
0 0 0 1 0 1129 369 1125 366
0 0 0 0 0 1098 383 1094 381
0 0 0 0 0 1134 396 1128 390
0 0 0 0 0 1141 389 1135 386
0 0 0 0 0 1055 355 1049 350
0 0 0 0 0 1100 374 1096 370
0 0 0 0 0 1126 398 1119 393
0 0 0 0 0 1130 401 1127 397
0 0 0 0 0 1142 406 1140 403
0 0 0 0 0 1084 391 1078 389
0 0 1 0 0 1143 371 1141 368
0 0 0 0 0 1119 384 1117 382
0 1 0 0 0 1082 391 1078 385
0 0 0 0 0 1117 381 1113 379
0 0 0 0 0 1080 390 1075 386
0 0 0 0 0 1119 397 1113 392
1 1 1 1 0 1094 349 1090 345
0 0 0 1 0 1126 386 1120 384
0 0 0 0 0 1066 365 1061 361
0 0 1 0 0 1107 355 1100 353
0 0 1 0 0 1077 396 1074 393
0 0 0 0 0 1153 391 1149 388
0 0 0 0 0 1071 378 1067 376
0 0 0 0 0 1089 387 1085 385
0 0 0 0 0 1116 409 1110 408
0 1 0 0 0 1152 396 1146 395
0 1 0 0 0 1106 375 1105 374
0 0 0 0 0 1106 401 1097 397
0 0 1 2 0 1088 380 1086 376
0 3 2 1 0 1028 352 1023 344
0 0 0 1 0 1129 388 1125 382
0 1 0 1 0 1182 377 1178 373
0 2 0 0 0 1102 380 1097 375
0 0 0 0 0 1066 403 1062 397
0 0 0 1 0 1065 385 1063 384
0 0 0 0 0 1077 410 1072 405
0 1 0 0 0 1104 379 1100 370
0 1 0 1 0 1018 373 1013 370
0 1 1 0 0 1059 365 1056 359
0 0 0 0 0 1081 395 1073 392
0 0 0 0 0 1109 405 1105 401
0 0 0 0 0 1127 421 1119 417
0 0 0 0 0 1097 393 1095 391
0 1 0 1 0 1068 361 1062 359
0 1 0 0 0 1162 382 1158 381
0 1 0 0 0 1079 381 1074 379
0 0 1 0 0 1064 375 1060 371
0 0 0 0 0 1029 370 1024 368
0 0 1 0 0 1064 368 1059 367
0 0 0 0 0 1118 389 1116 387
0 0 0 0 0 1126 402 1121 398
0 0 0 0 0 1122 400 1117 398
0 0 0 0 0 1103 391 1097 389
0 0 0 0 0 1181 399 1178 399
0 0 0 1 0 1078 399 1075 395
0 0 0 0 0 1126 383 1123 383
0 0 0 0 0 1144 367 1142 364
0 3 0 0 0 1157 377 1154 374
0 1 1 0 0 1034 390 1028 386
0 0 0 0 0 1116 389 1107 385
0 1 0 1 0 1117 368 1112 365
0 0 0 0 0 1116 399 1115 396
0 0 0 0 0 1077 383 1073 378
0 0 1 0 0 1102 370 1100 367
0 0 0 0 0 1109 411 1105 408
0 0 1 0 0 1041 373 1038 371
0 0 0 0 0 1055 382 1051 379
0 0 0 0 0 1110 399 1100 396
0 0 0 0 0 1098 368 1096 363
0 0 0 0 0 1095 368 1090 366
1 1 0 1 0 1093 365 1091 363
0 0 1 0 0 1095 395 1091 393
0 0 1 0 0 1055 371 1049 370
0 0 0 0 0 1153 410 1149 408
0 1 0 0 0 1121 375 1116 371
0 0 0 0 0 1128 410 1118 405
0 0 0 0 0 1081 409 1078 404
0 2 2 0 0 1035 364 1032 358
0 0 0 0 0 1107 388 1101 383
0 0 0 0 0 1101 387 1095 384
0 3 0 0 0 1061 364 1058 357
0 1 0 0 0 1057 397 1057 391
0 0 0 0 0 1104 378 1098 372
0 1 0 0 0 1129 370 1128 367
0 0 1 0 0 1093 393 1090 392
0 0 0 0 0 1081 379 1072 375
0 0 0 0 0 1155 389 1150 385
0 0 0 0 0 1099 404 1095 399
0 2 1 0 0 1069 353 1063 348
0 1 1 0 0 1102 400 1099 397
0 0 0 0 0 1135 393 1130 388
0 0 0 0 0 1057 384 1053 382
0 0 0 0 0 1110 379 1108 378
0 1 1 0 0 1080 379 1076 376
0 1 0 0 0 1096 377 1090 372
0 0 0 0 0 1087 377 1084 370
0 0 0 0 0 1115 382 1110 376
0 1 0 1 0 1121 395 1114 391
0 0 0 0 0 1109 387 1102 384
1 2 1 1 0 1072 389 1069 381
0 1 1 0 0 1110 382 1103 381
0 0 0 0 0 1106 398 1102 393
0 0 0 0 0 1075 399 1071 395
1 1 1 0 0 1079 351 1073 347
0 0 0 0 0 1122 389 1119 386
0 0 1 0 0 1097 382 1090 377
0 0 0 0 0 1122 384 1118 381
0 0 0 0 0 1112 376 1101 373
0 0 0 1 0 1141 389 1138 386
0 0 0 0 0 1127 375 1125 373
0 2 1 0 0 1084 377 1079 370
0 1 0 0 0 1134 388 1129 383
0 0 0 0 0 1102 395 1097 394
0 0 0 0 0 1094 392 1091 388
0 0 0 0 0 1089 371 1083 364
0 0 0 0 0 1119 406 1112 404
0 0 0 0 0 1125 391 1119 389
0 0 0 0 0 1147 394 1143 391
0 2 0 0 0 1144 388 1139 383
0 0 0 0 0 995 379 991 376
0 0 0 0 0 1102 391 1100 389
0 0 0 0 0 1094 380 1090 379
